Area,Main means of travel to education,Age group,Sex,Year,Value,Flags
"Wainuiomata West","Public bus","Total people - age group","Total people - sex","2018",27,
"Wainuiomata West","Train","Total people - age group","Total people - sex","2018",0,
"Glendale","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",162,
"Glendale","Study at home","Total people - age group","Total people - sex","2018",36,
"Glendale","Bicycle","Total people - age group","Total people - sex","2018",0,
"Glendale","Walk or jog","Total people - age group","Total people - sex","2018",48,
"Glendale","Public bus","Total people - age group","Total people - sex","2018",0,
"Glendale","Train","Total people - age group","Total people - sex","2018",0,
"Wainuiomata Central","Bicycle","Total people - age group","Total people - sex","2018",9,
"Wainuiomata Central","Walk or jog","Total people - age group","Total people - sex","2018",75,
"Wainuiomata Central","Public bus","Total people - age group","Total people - sex","2018",3,
"Wainuiomata Central","Train","Total people - age group","Total people - sex","2018",0,
"Eastbourne","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",507,
"Eastbourne","Study at home","Total people - age group","Total people - sex","2018",45,
"Eastbourne","Bicycle","Total people - age group","Total people - sex","2018",75,
"Eastbourne","Walk or jog","Total people - age group","Total people - sex","2018",135,
"Eastbourne","Public bus","Total people - age group","Total people - sex","2018",15,
"Eastbourne","Train","Total people - age group","Total people - sex","2018",0,
"Homedale East","Bicycle","Total people - age group","Total people - sex","2018",3,
"Homedale East","Public bus","Total people - age group","Total people - sex","2018",3,
"Homedale East","Train","Total people - age group","Total people - sex","2018",0,
"Homedale West","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",90,
"Homedale West","Study at home","Total people - age group","Total people - sex","2018",42,
"Homedale West","Bicycle","Total people - age group","Total people - sex","2018",0,
"Homedale West","Walk or jog","Total people - age group","Total people - sex","2018",6,
"Homedale West","Public bus","Total people - age group","Total people - sex","2018",0,
"Homedale West","Train","Total people - age group","Total people - sex","2018",0,
"Makara-Ohariu","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",63,
"Makara-Ohariu","Study at home","Total people - age group","Total people - sex","2018",9,
"Makara-Ohariu","Bicycle","Total people - age group","Total people - sex","2018",0,
"Makara-Ohariu","Walk or jog","Total people - age group","Total people - sex","2018",0,
"Makara-Ohariu","Public bus","Total people - age group","Total people - sex","2018",0,
"Makara-Ohariu","Train","Total people - age group","Total people - sex","2018",0,
"Tawa North","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",240,
"Tawa North","Study at home","Total people - age group","Total people - sex","2018",39,
"Tawa North","Bicycle","Total people - age group","Total people - sex","2018",3,
"Tawa North","Walk or jog","Total people - age group","Total people - sex","2018",84,
"Tawa North","Public bus","Total people - age group","Total people - sex","2018",0,
"Tawa North","Train","Total people - age group","Total people - sex","2018",0,
"Linden","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",174,
"Linden","Study at home","Total people - age group","Total people - sex","2018",39,
"Linden","Bicycle","Total people - age group","Total people - sex","2018",3,
"Linden","Walk or jog","Total people - age group","Total people - sex","2018",42,
"Linden","Public bus","Total people - age group","Total people - sex","2018",3,
"Linden","Train","Total people - age group","Total people - sex","2018",3,
"Tawa South","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",123,
"Tawa South","Study at home","Total people - age group","Total people - sex","2018",54,
"Tawa South","Bicycle","Total people - age group","Total people - sex","2018",0,
"Tawa South","Walk or jog","Total people - age group","Total people - sex","2018",9,
"Tawa South","Public bus","Total people - age group","Total people - sex","2018",3,
"Tawa South","Train","Total people - age group","Total people - sex","2018",0,
"Tawa Central","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",2634,
"Tawa Central","Study at home","Total people - age group","Total people - sex","2018",45,
"Tawa Central","Bicycle","Total people - age group","Total people - sex","2018",63,
"Tawa Central","Walk or jog","Total people - age group","Total people - sex","2018",912,
"Tawa Central","Public bus","Total people - age group","Total people - sex","2018",78,
"Tawa Central","Train","Total people - age group","Total people - sex","2018",93,
"Grenada North","Bicycle","Total people - age group","Total people - sex","2018",3,
"Grenada North","Public bus","Total people - age group","Total people - sex","2018",0,
"Grenada North","Train","Total people - age group","Total people - sex","2018",0,
"Churton Park North","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",297,
"Churton Park North","Study at home","Total people - age group","Total people - sex","2018",54,
"Churton Park North","Bicycle","Total people - age group","Total people - sex","2018",18,
"Churton Park North","Walk or jog","Total people - age group","Total people - sex","2018",75,
"Churton Park North","Public bus","Total people - age group","Total people - sex","2018",3,
"Churton Park North","Train","Total people - age group","Total people - sex","2018",0,
"Takapu-Horokiwi","Bicycle","Total people - age group","Total people - sex","2018",3,
"Takapu-Horokiwi","Public bus","Total people - age group","Total people - sex","2018",3,
"Takapu-Horokiwi","Train","Total people - age group","Total people - sex","2018",0,
"Churton Park South","Study at home","Total people - age group","Total people - sex","2018",54,
"Churton Park South","Bicycle","Total people - age group","Total people - sex","2018",3,
"Churton Park South","Walk or jog","Total people - age group","Total people - sex","2018",114,
"Churton Park South","Public bus","Total people - age group","Total people - sex","2018",0,
"Churton Park South","Train","Total people - age group","Total people - sex","2018",0,
"Johnsonville West","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",489,
"Johnsonville West","Study at home","Total people - age group","Total people - sex","2018",63,
"Johnsonville West","Bicycle","Total people - age group","Total people - sex","2018",0,
"Johnsonville West","Walk or jog","Total people - age group","Total people - sex","2018",144,
"Johnsonville West","Public bus","Total people - age group","Total people - sex","2018",3,
"Johnsonville West","Train","Total people - age group","Total people - sex","2018",0,
"Grenada Village","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",54,
"Grenada Village","Study at home","Total people - age group","Total people - sex","2018",18,
"Grenada Village","Bicycle","Total people - age group","Total people - sex","2018",0,
"Grenada Village","Walk or jog","Total people - age group","Total people - sex","2018",0,
"Grenada Village","Public bus","Total people - age group","Total people - sex","2018",0,
"Grenada Village","Train","Total people - age group","Total people - sex","2018",0,
"Johnsonville North","Study at home","Total people - age group","Total people - sex","2018",60,
"Johnsonville North","Bicycle","Total people - age group","Total people - sex","2018",3,
"Johnsonville North","Walk or jog","Total people - age group","Total people - sex","2018",144,
"Johnsonville North","Public bus","Total people - age group","Total people - sex","2018",0,
