Area,Main means of travel to work,Age group,Sex,Year,Value,Flags
"Canterbury","Public bus","Total people - age group","Total people - sex","2018",8949,
"Canterbury","Train","Total people - age group","Total people - sex","2018",48,
"Canterbury","Bicycle","Total people - age group","Total people - sex","2018",12453,
"Canterbury","Walk or jog","Total people - age group","Total people - sex","2018",10914,
"Canterbury","Ferry","Total people - age group","Total people - sex","2018",69,
"Canterbury","Other","Total people - age group","Total people - sex","2018",4095,
"South Canterbury","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",31362,
"South Canterbury","Work at home","Total people - age group","Total people - sex","2018",5367,
"South Canterbury","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",17658,
"South Canterbury","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",4080,
"South Canterbury","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",1071,
"South Canterbury","Public bus","Total people - age group","Total people - sex","2018",93,
"South Canterbury","Train","Total people - age group","Total people - sex","2018",9,
"South Canterbury","Bicycle","Total people - age group","Total people - sex","2018",606,
"South Canterbury","Walk or jog","Total people - age group","Total people - sex","2018",1953,
"South Canterbury","Ferry","Total people - age group","Total people - sex","2018",3,
"South Canterbury","Other","Total people - age group","Total people - sex","2018",522,
"Southern","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",176970,
"Southern","Work at home","Total people - age group","Total people - sex","2018",27144,
"Southern","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",97470,
"Southern","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",21561,
"Southern","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",7671,
"Southern","Public bus","Total people - age group","Total people - sex","2018",3183,
"Southern","Train","Total people - age group","Total people - sex","2018",60,
"Southern","Bicycle","Total people - age group","Total people - sex","2018",3597,
"Southern","Walk or jog","Total people - age group","Total people - sex","2018",13590,
"Southern","Ferry","Total people - age group","Total people - sex","2018",99,
"Southern","Other","Total people - age group","Total people - sex","2018",2586,
"Total - District Health Board areas","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",2445021,
"Total - District Health Board areas","Work at home","Total people - age group","Total people - sex","2018",291108,
"Total - District Health Board areas","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",1412949,
"Total - District Health Board areas","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",274890,
"Total - District Health Board areas","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",97581,
"Total - District Health Board areas","Public bus","Total people - age group","Total people - sex","2018",103194,
"Total - District Health Board areas","Train","Total people - age group","Total people - sex","2018",48777,
"Total - District Health Board areas","Bicycle","Total people - age group","Total people - sex","2018",47808,
"Total - District Health Board areas","Walk or jog","Total people - age group","Total people - sex","2018",127326,
"Total - District Health Board areas","Ferry","Total people - age group","Total people - sex","2018",6042,
"Total - District Health Board areas","Other","Total people - age group","Total people - sex","2018",35343,
"Area Outside District Health Board","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",120,
"Area Outside District Health Board","Work at home","Total people - age group","Total people - sex","2018",27,
"Area Outside District Health Board","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",42,
"Area Outside District Health Board","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",18,
"Area Outside District Health Board","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",3,
"Area Outside District Health Board","Public bus","Total people - age group","Total people - sex","2018",0,
"Area Outside District Health Board","Train","Total people - age group","Total people - sex","2018",0,
"Area Outside District Health Board","Bicycle","Total people - age group","Total people - sex","2018",3,
"Area Outside District Health Board","Walk or jog","Total people - age group","Total people - sex","2018",21,
"Area Outside District Health Board","Ferry","Total people - age group","Total people - sex","2018",3,
"Area Outside District Health Board","Other","Total people - age group","Total people - sex","2018",3,
"Te Puke West","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1803,
"Te Puke West","Work at home","Total people - age group","Total people - sex","2018",171,
"Te Puke West","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",1242,
"Te Puke West","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",186,
"Te Puke West","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",114,
"Te Puke West","Public bus","Total people - age group","Total people - sex","2018",6,
"Te Puke West","Train","Total people - age group","Total people - sex","2018",0,
"Te Puke West","Bicycle","Total people - age group","Total people - sex","2018",12,
"Te Puke West","Walk or jog","Total people - age group","Total people - sex","2018",60,
"Te Puke West","Ferry","Total people - age group","Total people - sex","2018",0,
"Te Puke West","Other","Total people - age group","Total people - sex","2018",18,
"Rangiuru","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1560,
"Rangiuru","Work at home","Total people - age group","Total people - sex","2018",444,
"Rangiuru","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",822,
"Rangiuru","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",150,
"Rangiuru","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",90,
"Rangiuru","Public bus","Total people - age group","Total people - sex","2018",6,
"Rangiuru","Train","Total people - age group","Total people - sex","2018",0,
"Rangiuru","Bicycle","Total people - age group","Total people - sex","2018",6,
"Rangiuru","Walk or jog","Total people - age group","Total people - sex","2018",27,
"Rangiuru","Ferry","Total people - age group","Total people - sex","2018",0,
"Rangiuru","Other","Total people - age group","Total people - sex","2018",21,
"Te Puke East","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",2583,
"Te Puke East","Work at home","Total people - age group","Total people - sex","2018",198,
"Te Puke East","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",1752,
"Te Puke East","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",291,
"Te Puke East","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",168,
"Te Puke East","Public bus","Total people - age group","Total people - sex","2018",9,
"Te Puke East","Train","Total people - age group","Total people - sex","2018",3,
"Te Puke East","Bicycle","Total people - age group","Total people - sex","2018",18,
"Te Puke East","Walk or jog","Total people - age group","Total people - sex","2018",135,
"Te Puke East","Ferry","Total people - age group","Total people - sex","2018",0,
"Te Puke East","Other","Total people - age group","Total people - sex","2018",15,
"Inlets Maketu","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",0,
