Area,Ethnic group,Number of languages spoken,Age group,Sex,Year,Value,Flags
"Britannia","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",180,
"Oceanic West Coast Region","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",,c
"Oceanic West Coast Region","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",,c
"Kaikoura Ranges","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1512,
"Kaikoura Ranges","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",288,
"Kaikoura","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1851,
"Kaikoura","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",435,
"Hanmer Range","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",249,
"Hanmer Range","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",18,
"Amuri","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1842,
"Amuri","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",240,
"Hanmer Springs","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",834,
"Lilybrook","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2667,
"Lilybrook","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",327,
"Waikuku","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1545,
"Waikuku","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",189,
"Mandeville-Ohoka","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3075,
"Mandeville-Ohoka","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",213,
"Rangiora South East","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2055,
"Rangiora South East","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",177,
"Southbrook","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",720,
"Southbrook","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",63,
"Swannanoa-Eyreton","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",900,
"Swannanoa-Eyreton","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",57,
"Tuahiwi","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",810,
"Tuahiwi","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",219,
"Woodend","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2613,
"Woodend","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",273,
"Pegasus","European","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2397,
"Pegasus","Maori","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",207,
